/bottleful_test/,301,/bottleful_redirest/
/becroak_test/,302,/becroak_redirest/
/unqueened_test/,302,/unqueened_redirest/
/cassowary_test/,302,/cassowary_redirest/
/unbloodily_test/,301,/unbloodily_redirest/
/weichselwood_test/,302,/weichselwood_redirest/
/sandwort_test/,301,/sandwort_redirest/
/protatic_test/,302,/protatic_redirest/
/teabox_test/,301,/teabox_redirest/
/divalent_test/,302,/divalent_redirest/
/acerra_test/,301,/acerra_redirest/
/degas_test/,301,/degas_redirest/
/sanity_test/,302,/sanity_redirest/
/sweetishness_test/,301,/sweetishness_redirest/
/hingle_test/,302,/hingle_redirest/
/semilegislative_test/,301,/semilegislative_redirest/
/engroove_test/,301,/engroove_redirest/
/gamic_test/,302,/gamic_redirest/
/superficialize_test/,302,/superficialize_redirest/
/bookism_test/,301,/bookism_redirest/
/neurofil_test/,302,/neurofil_redirest/
/corvina_test/,301,/corvina_redirest/
/nonadult_test/,301,/nonadult_redirest/
/soboles_test/,301,/soboles_redirest/
/assiduous_test/,302,/assiduous_redirest/
/pacification_test/,302,/pacification_redirest/
/scuttler_test/,301,/scuttler_redirest/
/redware_test/,301,/redware_redirest/
/xenomorphic_test/,301,/xenomorphic_redirest/
/etypically_test/,301,/etypically_redirest/
/haziness_test/,302,/haziness_redirest/
/quarterstaff_test/,302,/quarterstaff_redirest/
/coupstick_test/,302,/coupstick_redirest/
/gallification_test/,302,/gallification_redirest/
/wingcut_test/,301,/wingcut_redirest/
/cytotaxis_test/,301,/cytotaxis_redirest/
/outnook_test/,301,/outnook_redirest/
/copalite_test/,302,/copalite_redirest/
/disperser_test/,301,/disperser_redirest/
/guberniya_test/,301,/guberniya_redirest/
/nonoxidizable_test/,302,/nonoxidizable_redirest/
/uncongratulated_test/,302,/uncongratulated_redirest/
/theaterlike_test/,301,/theaterlike_redirest/
/monkeypod_test/,302,/monkeypod_redirest/
/apachite_test/,301,/apachite_redirest/
/sexagenarian_test/,301,/sexagenarian_redirest/
/allanite_test/,301,/allanite_redirest/
/unmatured_test/,302,/unmatured_redirest/
/erythrolysis_test/,302,/erythrolysis_redirest/
/cisjurane_test/,302,/cisjurane_redirest/
/cotyloid_test/,302,/cotyloid_redirest/
/teewhaap_test/,301,/teewhaap_redirest/
/regrowth_test/,301,/regrowth_redirest/
/unexistent_test/,302,/unexistent_redirest/
/swami_test/,301,/swami_redirest/
/topotype_test/,301,/topotype_redirest/
/profeminism_test/,302,/profeminism_redirest/
/cortinate_test/,302,/cortinate_redirest/
/usurpedly_test/,301,/usurpedly_redirest/
/misfare_test/,302,/misfare_redirest/
/unturf_test/,301,/unturf_redirest/
/polytheize_test/,302,/polytheize_redirest/
/griffinish_test/,302,/griffinish_redirest/
/huaco_test/,301,/huaco_redirest/
/disestablish_test/,301,/disestablish_redirest/
/polyphonium_test/,301,/polyphonium_redirest/
/fretfulness_test/,301,/fretfulness_redirest/
/interaulic_test/,302,/interaulic_redirest/
/teleanemograph_test/,302,/teleanemograph_redirest/
/sportsome_test/,301,/sportsome_redirest/
/isopolitical_test/,302,/isopolitical_redirest/
/malacopodous_test/,301,/malacopodous_redirest/
/medusiform_test/,302,/medusiform_redirest/
/creaturely_test/,301,/creaturely_redirest/
/quassin_test/,302,/quassin_redirest/
/astral_test/,302,/astral_redirest/
/overheadman_test/,301,/overheadman_redirest/
/dibatag_test/,302,/dibatag_redirest/
/electrotelethermometer_test/,302,/electrotelethermometer_redirest/
/stultifier_test/,302,/stultifier_redirest/
/paramount_test/,302,/paramount_redirest/
/disquisitively_test/,301,/disquisitively_redirest/
/nonsalable_test/,301,/nonsalable_redirest/
/graduator_test/,301,/graduator_redirest/
/threatener_test/,302,/threatener_redirest/
/epididymite_test/,302,/epididymite_redirest/
/outdress_test/,301,/outdress_redirest/
/nonclose_test/,301,/nonclose_redirest/
/townlet_test/,302,/townlet_redirest/
/subpallial_test/,301,/subpallial_redirest/
/anthoecologist_test/,302,/anthoecologist_redirest/
/litigator_test/,302,/litigator_redirest/
/embryonary_test/,301,/embryonary_redirest/
/luridness_test/,301,/luridness_redirest/
/unquieted_test/,302,/unquieted_redirest/
/unslate_test/,302,/unslate_redirest/
/shraddha_test/,302,/shraddha_redirest/
/embroaden_test/,302,/embroaden_redirest/
/handicraft_test/,301,/handicraft_redirest/
/groundflower_test/,301,/groundflower_redirest/
/cerote_test/,301,/cerote_redirest/
/dacryosolenitis_test/,302,/dacryosolenitis_redirest/
/buckshot_test/,301,/buckshot_redirest/
/upholstered_test/,302,/upholstered_redirest/
/concomitance_test/,301,/concomitance_redirest/
/underlease_test/,301,/underlease_redirest/
/atheist_test/,302,/atheist_redirest/
/mycetous_test/,301,/mycetous_redirest/
/mycetozoan_test/,302,/mycetozoan_redirest/
/paraquinone_test/,302,/paraquinone_redirest/
/bowsprit_test/,301,/bowsprit_redirest/
/traducement_test/,301,/traducement_redirest/
